Name,latitude,longitude,Type,Price,Reviews,city,Popularity
Welcome to our countryside Herb Cottage!,44.77661,-93.71997,Private Home,100,3,Twin Cities MSA,Low
Super Bowl Respit,45.01621,-93.3895,Private Home,350,0,Twin Cities MSA,New Listing
"★Gorgeous, modern, cozy ~close to everything!★",44.9643,-93.28045,Private Home,79,94,Twin Cities MSA,Extremely Popular
"Beautiful home, closer to downtown Saint Paul.",44.96216,-93.06318,Private Room,60,1,Twin Cities MSA,Low
Maple Hill Lodge Main Level #18,45.32657,-94.11596,Private Home,450,33,Twin Cities MSA,High
SuperBowl 2018 Rental Home,44.96334,-93.38989,Private Home,2250,0,Twin Cities MSA,New Listing
Nice cabin 20  minutes from Super Bowl game,45.00979,-93.40706,Private Home,200,0,Twin Cities MSA,New Listing
Ryder Cup rental downtown Chaska,44.79253,-93.59197,Private Home,800,0,Twin Cities MSA,New Listing
Wkly MPLS Private Rm  LWR Level Home 15 min DownTN,45.03002,-93.23181,Shared Room,95,5,Twin Cities MSA,Average
Up North Feel 2,45.25613,-93.29577,Private Room,45,15,Twin Cities MSA,Average
Private Room Near Light Rail in South Minneapolis,44.93396,-93.23642,Private Room,42,9,Twin Cities MSA,Average
sunny bedroom in Uptown,44.94426,-93.29041,Private Room,510,3,Twin Cities MSA,Low
Super Bowl Visit Perfection!,44.80761,-93.18962,Private Home,700,0,Twin Cities MSA,New Listing
Beautiful 5 Bedroom/5 Bathroom Lakeshore Home,44.84172,-93.74605,Private Home,950,3,Twin Cities MSA,Low
Exquisite lower level that allows smoking.,44.83048,-93.40195,Private Room,79,0,Twin Cities MSA,New Listing
Hygge Haus in the ❤️ of St. Paul!,44.94715,-93.174,Private Home,139,180,Twin Cities MSA,Extremely Popular
Creative + Fun Three Bedroom Apt. with Personality,44.98613,-93.24388,Private Home,130,29,Twin Cities MSA,High
"Metro Oasis, LGBT, baby pack-N-play",44.89473,-93.32829,Private Room,75,19,Twin Cities MSA,High
"Fantastic Home, 50th & France - S Mpls!  Sleeps 8!",44.90586,-93.32756,Private Home,150,8,Twin Cities MSA,Average
Super Bowl Rental Luxury Home Minneapolis Suburbs,45.23685,-93.53845,Private Home,1000,0,Twin Cities MSA,New Listing
So you think you want to go to the Super Bowl?,44.95678,-93.27283,Private Room,376,1,Twin Cities MSA,Low
The Blue Room-Cozy & Funky Uptown Retreat,44.95699,-93.28704,Private Room,39,2,Twin Cities MSA,Low
Spacious loft with sit/stand desk!,44.96989,-93.26354,Private Home,600,4,Twin Cities MSA,Low
Ryder Cup Rental (Pool & Hot Tub!),44.84445,-93.55826,Private Home,1950,0,Twin Cities MSA,New Listing
Private Artisan Penthouse Lake Suite *Super Bowl*!,44.94809,-93.3052,Private Room,400,0,Twin Cities MSA,New Listing
The Perfect Superbowl Comfort Stay,44.99222,-93.30541,Private Room,400,0,Twin Cities MSA,New Listing
Refinished Garden-Level Studio With Retro Charm,45.01779,-93.22705,Private Home,53,17,Twin Cities MSA,High
,44.96899,-93.22269,Private Room,15,0,Twin Cities MSA,New Listing
"Super Bowl!! Lake Home!! Spacious, spectacular",45.07936,-93.01606,Private Home,850,0,Twin Cities MSA,New Listing
3 Bedroom Family Home- Super Bowl Rental,45.00672,-93.32162,Private Home,1500,0,Twin Cities MSA,New Listing
Short Walk to U.S. Bank Stadium,44.95898,-93.26045,Private Home,200,12,Twin Cities MSA,Average
Bright Uptown / Whittier Upper Duplex Unit,44.95867,-93.28406,Private Home,119,29,Twin Cities MSA,High
Mid-century Modern Linden Hills - 2 blocks to lake,44.93071,-93.31315,Private Home,131,71,Twin Cities MSA,Extremely Popular
Washburn comfortable stay-business weekly discount,45.02399,-93.31797,Private Home,170,54,Twin Cities MSA,High
Spacious and Modern Minneapolis Home,44.90053,-93.31855,Private Home,1000,0,Twin Cities MSA,New Listing
Perfect Home for a group for the Super Bowl,45.01781,-92.99134,Private Home,1500,0,Twin Cities MSA,New Listing
Sapphire at Glacier Estates,44.7675,-93.40854,Private Home,333,4,Twin Cities MSA,Low
Mill City Modern Apt; 1 Block to IDS Center,44.9728,-93.27398,Private Home,156,5,Twin Cities MSA,Average
"NE MPLS Charm, close to everything!",45.03287,-93.25837,Private Home,90,101,Twin Cities MSA,Extremely Popular
Escape the city @ Rice Creek Guesthouse.,45.50554,-93.95723,Private Home,95,75,Twin Cities MSA,Extremely Popular
Great private space,45.07661,-93.39659,Private Room,500,0,Twin Cities MSA,New Listing
"Cozy 2 bedroom rambler in St. Louis Park, MN!",44.9575,-93.36854,Private Home,200,0,Twin Cities MSA,New Listing
Private Attic Space,44.93596,-93.27312,Private Room,35,84,Twin Cities MSA,Extremely Popular
"Beautiful, Lovely, Quiet & Blissful Place",45.1176,-93.40313,Private Room,50,0,Twin Cities MSA,New Listing
Entire Home In The Heart of Minneapolis!,45.00637,-93.29927,Private Home,766,0,Twin Cities MSA,New Listing
Modern Lux Apartment in Heart of Linden Hills,44.92157,-93.3284,Private Home,246,6,Twin Cities MSA,Average
"Charming Duplex flat, sleeps 6",44.96819,-93.20153,Private Home,99,28,Twin Cities MSA,High
Victorian Modern on the Mississippi,45.00957,-93.27205,Private Home,150,298,Twin Cities MSA,Extremely Popular
Bare Bones Basement Room - Read Summary!,44.91776,-93.43757,Shared Room,26,67,Twin Cities MSA,Extremely Popular
5000sf house-13 acres of privacy-abundant wildlife,45.23947,-93.27625,Private Home,675,0,Twin Cities MSA,New Listing
Super Bowl Week Rental in Minneapolis suburb!,45.00839,-93.65435,Private Home,4000,0,Twin Cities MSA,New Listing
Cute Home and Room in South Minneapolis,44.90463,-93.22079,Private Room,500,0,Twin Cities MSA,New Listing
Lakeside Estate: Reunions/Retreats/Celebrations,45.06841,-94.0063,Private Home,995,21,Twin Cities MSA,High
4 bedroom gem 5.3 miles from US Bank Stadium.,44.92658,-93.34566,Private Home,3000,0,Twin Cities MSA,New Listing
"Back to the '70's, vintage style",45.4497,-93.89026,Private Home,99,0,Twin Cities MSA,New Listing
Linden Hills Home,44.92531,-93.32337,Private Room,84,149,Twin Cities MSA,Extremely Popular
Mille Lacs Cabin Rental on Secluded Bay,46.16872,-93.47855,Private Home,100,35,Twin Cities MSA,High
Entire House – Super Bowl 2018 in Minneapolis,44.91901,-93.26877,Private Home,1500,0,Twin Cities MSA,New Listing
UPTOWN *PARK & LAKE VIEWS* CLOSE TO EVERYTHING!,44.94651,-93.32101,Private Home,119,4,Twin Cities MSA,Low
A place to call home | 1BR in Minnetonka,44.97459,-93.46484,Private Home,60,0,Twin Cities MSA,New Listing
Theater Enthusiast’s Escape in Downtown West,44.97235,-93.2749,Private Home,156,2,Twin Cities MSA,Low
West Studio — Private Room in Mpls arts center,44.93484,-93.28407,Private Room,44,93,Twin Cities MSA,Extremely Popular
Upper Level Duplex - Close to Lakes - Free Cancel,44.909,-93.31952,Private Home,80,16,Twin Cities MSA,Average
"Rare gem! 4bd, 1.5 acres + creek in heart of city!",45.09166,-93.24053,Private Home,2500,0,Twin Cities MSA,New Listing
"Heart of Uptown, 12mins to Super Bowl, Entertain++",44.94484,-93.29695,Private Home,300,0,Twin Cities MSA,New Listing
Cozy St Paul duplex,44.99243,-93.07683,Private Home,75,59,Twin Cities MSA,Extremely Popular
Private NE MPLS Basement Apartment,45.00683,-93.25933,Private Room,90,36,Twin Cities MSA,High
Sonder | Vicinity | Beautiful 1BR,44.97705,-93.25708,Private Home,131,0,Twin Cities MSA,New Listing
Stylish Urban Loft 1.3 mi. from Stadium,44.96009,-93.26737,Private Home,90,7,Twin Cities MSA,Average
Suburban home with easy access to downtown,45.24156,-93.39816,Private Home,2000,0,Twin Cities MSA,New Listing
"Farmhouse for Groups w Sonos, Wifi, Cable & Bar",44.94933,-93.37057,Private Home,118,77,Twin Cities MSA,Extremely Popular
♥ The Gathering Place ♥,44.75094,-93.52418,Private Home,180,57,Twin Cities MSA,Extremely Popular
St Jane House - Queen Suite for Final Four,44.99418,-93.29318,Private Room,175,0,Twin Cities MSA,New Listing
Suburban Home close to city and amenities.,44.99448,-93.01809,Private Home,75,0,Twin Cities MSA,New Listing
Spacious North Loop 2BR Apt,44.98702,-93.27676,Private Home,123,52,Twin Cities MSA,High
2 Night Stay 2BR Condo 1 Block to Stadium,44.97646,-93.25807,Private Home,2347,0,Twin Cities MSA,New Listing
DURANT HOUSE - HISTORIC STILLWATER MANSION,45.05436,-92.80468,Private Home,1500,4,Twin Cities MSA,Low
SUPER BOWL Retreat,44.87777,-93.26508,Private Room,649,1,Twin Cities MSA,Low
Steps to US Bank Stadium,44.97677,-93.2587,Private Home,950,0,Twin Cities MSA,New Listing
Super Bowl Get Away,44.82457,-93.61546,Private Home,995,1,Twin Cities MSA,Low
Home 5.2 Miles to US Bank Stadium Superbowl 2018,45.01538,-93.31403,Private Home,950,0,Twin Cities MSA,New Listing
Relaxing 3BR Home; 10 minutes to Downtown Mpls,44.98467,-93.36687,Private Home,99,4,Twin Cities MSA,Low
Artsy & Contemporary in SW Minneapolis,44.90843,-93.30229,Private Room,45,117,Twin Cities MSA,Extremely Popular
Super Bowl 2018,44.97971,-93.13397,Private Home,650,0,Twin Cities MSA,New Listing
Luxury Home Great for Groups,44.91756,-93.46369,Private Home,3000,1,Twin Cities MSA,Low
Come stay for the SUPER BOWL,44.92492,-93.16916,Private Home,1000,0,Twin Cities MSA,New Listing
14 Minutes From the Super Bowl,45.0512,-93.21505,Private Home,125,0,Twin Cities MSA,New Listing
1300 Sq. Ft Private entrance Duplex - NE MPLS,45.00795,-93.26114,Private Home,1500,0,Twin Cities MSA,New Listing
Room close the downtown St. Paul,44.97734,-93.09622,Private Room,25,18,Twin Cities MSA,High
Private Room in clean and cozy house,45.02807,-93.35986,Private Room,80,26,Twin Cities MSA,High
Cozy bedroom. 3 River Road miles to City & UofM,44.95353,-93.21364,Private Room,40,63,Twin Cities MSA,Extremely Popular
"Charming Home w/ Patio, Next to Lake Waconia!",44.85237,-93.78273,Private Home,440,3,Twin Cities MSA,Low
"3-Bedroom, 2 bath Home just minutes from Downtown",44.94816,-93.36253,Private Home,100,20,Twin Cities MSA,High
Historic Tudor Meets Modern Decor in Hip Uptown,44.959,-93.29147,Private Home,137,144,Twin Cities MSA,Extremely Popular
Apartment 5 minutes from the MSP airport,44.89886,-93.17327,Private Home,50,0,Twin Cities MSA,New Listing
"Whole Basement, Beach Getaway in the Frozen Tundra",44.80686,-92.95504,Private Room,29,3,Twin Cities MSA,Low
Superbowl Touch-Down,44.87812,-93.49964,Private Room,65,7,Twin Cities MSA,Average
private home,45.20788,-93.22497,Private Home,400,0,Twin Cities MSA,New Listing
Vacation or meditation what ever suits you II,44.9824,-92.69396,Private Home,255,13,Twin Cities MSA,Average
Charming House on the Bluff,44.93434,-93.08826,Private Home,150,78,Twin Cities MSA,Extremely Popular
Minnesota's Nicest Private Room,45.09917,-93.29844,Private Room,300,0,Twin Cities MSA,New Listing
15 Min to SUPERBOWL Slps 12 ppl Concierge&Driving,45.01221,-93.4074,Private Home,2250,0,Twin Cities MSA,New Listing
Charming Home Views St Croix River!,45.04254,-92.7985,Private Home,650,28,Twin Cities MSA,High
"Sunny 1 bed in popular NE MPLS, 10 min to Downtown",45.00388,-93.25747,Private Home,95,26,Twin Cities MSA,High
4 bedroom 2 bath Nokomis Home,44.89513,-93.25558,Private Home,195,81,Twin Cities MSA,Extremely Popular
"Quiet, downstairs room, pvt bathroom dog-friendly",45.00884,-93.34603,Private Room,46,36,Twin Cities MSA,High
The cottage.,44.92297,-93.26648,Private Home,300,34,Twin Cities MSA,High
Super Bowl Luxury Condo,45.13977,-93.15806,Private Home,1000,0,Twin Cities MSA,New Listing
St. Louis park Super Bowl suite,44.93464,-93.33772,Private Home,400,0,Twin Cities MSA,New Listing
Pretty in Pink! Private Bed/Bath in Historic Home,44.95876,-93.29039,Private Room,125,0,Twin Cities MSA,New Listing
Luxury 1bd in downtown MPLS! Very Clean!,44.97861,-93.26943,Private Home,119,7,Twin Cities MSA,Average
"Spacious Urban Apt with Private, Tree-level Porch",44.95988,-93.2641,Private Home,87,256,Twin Cities MSA,Extremely Popular
Gorgeous! East Room -near US Bank Stadium!,44.95264,-93.26506,Private Room,40,66,Twin Cities MSA,Extremely Popular
Ti Voglio Bene Bed and Breakfast - Simonton Suite,45.12121,-92.54205,Private Room,155,2,Twin Cities MSA,Low
"Private 1BR by Abbott Hospital, Downtown, MSP 204",44.95375,-93.2635,Private Home,120,16,Twin Cities MSA,Average
Lake Minnetonka Home.,44.9271,-93.62071,Private Home,800,5,Twin Cities MSA,Average
Cozy Superbowl Getaway,44.94394,-93.12665,Private Home,1800,0,Twin Cities MSA,New Listing
Superbowl - Lake Minnetonka Execsior House,44.91709,-93.57883,Private Home,1000,0,Twin Cities MSA,New Listing
Superbowl- Rent Main Floor & bring your dogs!,45.05353,-93.22992,Private Room,900,0,Twin Cities MSA,New Listing
Super Bowl House,44.97711,-93.45252,Private Home,100,0,Twin Cities MSA,New Listing
Location close to shops and easy access to hiways.,45.08152,-93.05706,Private Room,35,12,Twin Cities MSA,Average
Charming Bryn Mawr house right next to downtown,44.97197,-93.30381,Private Room,700,0,Twin Cities MSA,New Listing
Entire Home for super bowl,45.01448,-93.40664,Private Home,2000,0,Twin Cities MSA,New Listing
Private 2 Br-Short Uber DT or U of M; On Bus line,45.0147,-93.24395,Private Room,60,16,Twin Cities MSA,Average
Super Bowl 2018 - Entire house near stadium!,45.01952,-93.26552,Private Home,1000,0,Twin Cities MSA,New Listing
Charming Victorian in NE Arts District by Lux Life,45.00576,-93.25974,Private Home,280,73,Twin Cities MSA,Extremely Popular
Beautiful home on waters edge!,45.26395,-94.1651,Private Home,322,24,Twin Cities MSA,High
The Davidson Hotel-Suite 101,44.94182,-93.11278,Private Room,349,0,Twin Cities MSA,New Listing
Charming 4 BR Home! Fantastic Location!,44.89736,-93.33914,Private Home,150,0,Twin Cities MSA,New Listing
Updated House - 5 Mins to Downtown Minneapolis!,44.96844,-93.32876,Private Home,616,0,Twin Cities MSA,New Listing
Queen Anne Mansion 4BR in NE Mpls by Lux Life,45.00571,-93.261,Private Home,370,1,Twin Cities MSA,Low
Cedar Oaks 4,45.32998,-93.32231,Private Room,33,9,Twin Cities MSA,Average
Classic and cozy Minnetonka charmer,44.91353,-93.49059,Private Home,325,1,Twin Cities MSA,Low
SUPERBOWL house 2018 on Light Rail,44.95182,-93.13679,Private Home,1000,0,Twin Cities MSA,New Listing
QUIET - Nicely Finished Efficiency in Home,44.97806,-93.1626,Private Room,200,2,Twin Cities MSA,Low
"Private apt, walking distance to Vikings stadium",44.96708,-93.26053,Private Home,450,1,Twin Cities MSA,Low
Cozy Family Friendly Townhouse for the Super Bowl!,44.89946,-93.08547,Private Home,499,0,Twin Cities MSA,New Listing
Super Bowl home with Stocked Bar and Pool Table.,45.18784,-93.27178,Private Home,895,0,Twin Cities MSA,New Listing
Minutes from Uptown and Downtown Mpls #1,44.9529,-93.25823,Private Room,55,11,Twin Cities MSA,Average
"Relaxing Retreat - Bike, Adventure, Eat MSP!",44.94804,-93.38297,Private Room,75,2,Twin Cities MSA,Low
The Historic Charmer * Spacious 1BR + Den,44.96198,-93.27409,Private Home,90,45,Twin Cities MSA,High
Large Pet-Friendly Hugo Home w/Hot Tub & Game Room,45.17621,-92.99141,Private Home,358,13,Twin Cities MSA,Average
West Rush Lake - Cabin with fishing off pier,45.70702,-93.08606,Private Home,185,0,Twin Cities MSA,New Listing
"$1650/nite,10 guests, sunset lake views",45.03058,-93.32572,Private Home,1500,0,Twin Cities MSA,New Listing
Come Home All,45.61315,-93.09294,Private Home,350,16,Twin Cities MSA,Average
Quiet Superbowl Haven,44.99878,-93.15088,Private Home,1000,0,Twin Cities MSA,New Listing
SUPER BOWL (5-10 min.) Uptown/Downtown location,44.94206,-93.27905,Private Room,1350,0,Twin Cities MSA,New Listing
Super Bowl Oasis!,45.05627,-93.26464,Private Home,800,0,Twin Cities MSA,New Listing
Classic Northeast (east room),44.99865,-93.26163,Private Room,50,3,Twin Cities MSA,Low
"Cozy “Nordeast” Dutch Colonial, Great Location",45.00903,-93.23086,Private Home,150,18,Twin Cities MSA,High
Charming Renovated Duplex in the ❤️ of Mpls,44.96487,-93.25682,Private Home,100,16,Twin Cities MSA,Average
Furnished 4 BR Apt. Actually in MPLS!,44.95214,-93.27437,Private Room,250,0,Twin Cities MSA,New Listing
Great Super Bowl Location,45.01242,-93.10893,Private Home,1000,0,Twin Cities MSA,New Listing
2018 Superbowl Stay - 5 Block Walk to Stadium,44.96776,-93.26181,Private Home,39,0,Twin Cities MSA,New Listing
Cozy Rooms & Organic Breakfasts,44.92302,-93.4228,Private Room,55,157,Twin Cities MSA,Extremely Popular
"Cottage in historic Hudson, 5 blocks from DT",44.9818,-92.75369,Private Home,125,38,Twin Cities MSA,High
Gateway to Minneapolis,45.03361,-93.25489,Private Home,350,1,Twin Cities MSA,Low
Beautiful Townhouse in Uptown!!,44.95234,-93.29567,Private Home,800,16,Twin Cities MSA,Average
"Architect's Brownstone Mansion 3B4B, Porch, Garden",44.96378,-93.28275,Private Home,287,16,Twin Cities MSA,Average
OC Loft in Historic Lowry Hill,44.96431,-93.29601,Private Home,278,1,Twin Cities MSA,Low
SUPERBOWL RETREAT,45.18057,-93.35962,Private Home,1000,0,Twin Cities MSA,New Listing
Prince friendly....TEA TIME TREASURES...,45.12176,-93.48032,Private Room,27,27,Twin Cities MSA,High
Spacious home - pool,44.85876,-93.50588,Private Home,695,0,Twin Cities MSA,New Listing
Vivacious Apartment in the Heart of the City,44.95881,-93.29179,Private Home,695,1,Twin Cities MSA,Low
Minnetonka Midcentury Modern,44.94198,-93.45244,Private Home,250,9,Twin Cities MSA,Average
Cozy 4br/3ba home for Super Bowl,44.86842,-93.27044,Private Home,2500,0,Twin Cities MSA,New Listing
Large NE Minneapolis Home Close to Everything,45.01135,-93.25535,Private Home,98,55,Twin Cities MSA,High
"Cottage house,uptwn,dwntn, lakes #2",44.94001,-93.27626,Private Room,45,23,Twin Cities MSA,High
Minneapolis home,45.1747,-93.19582,Private Room,130,0,Twin Cities MSA,New Listing
Sunny 2 Bedroom Roost,44.94675,-93.2487,Private Home,160,8,Twin Cities MSA,Average
Million Dollar Luxury Home Twin Cities: 6000 sq ft,44.87006,-92.94817,Private Home,3000,0,Twin Cities MSA,New Listing
Queen bedroom in 4 BR lakeside home,44.95169,-93.39475,Private Room,49,32,Twin Cities MSA,High
Private Garden Level Room with Queen Bed [3f],44.94813,-93.26347,Private Room,33,27,Twin Cities MSA,High
Brooklyn Park Home to Rent for Super Bowl Weekend!,45.10128,-93.29416,Private Home,1000,0,Twin Cities MSA,New Listing
Amazing Super Bowl Getaway in Modern Apartment,44.95807,-93.28531,Private Home,2327,0,Twin Cities MSA,New Listing
"Lovely, Urban Queen Room Near Downtown [4c]",44.96448,-93.25989,Private Room,35,173,Twin Cities MSA,Extremely Popular
Town home close to Hazeltine!,44.81057,-93.62877,Private Home,800,0,Twin Cities MSA,New Listing
Beautiful Two Bed on South 4th Street,44.97692,-93.26375,Private Home,999,4,Twin Cities MSA,Low
EASTSIDE 10 MINUTES TO US BANK STADIUM,44.9755,-93.07766,Private Room,250,2,Twin Cities MSA,Low
Disinfected - Central Studio - Walk to 7 Breweries,44.99956,-93.24046,Private Home,85,292,Twin Cities MSA,Extremely Popular
Fleetwood Farms Afton MN -Pool coming in July-,44.92446,-92.85126,Private Home,2100,3,Twin Cities MSA,Low
Private Room in Mansion 5 min from US Bank Stadium,44.97445,-93.2329,Private Room,250,1,Twin Cities MSA,Low
Urban Sanctuary: A Heart Beat Away From It All!,44.99421,-93.31257,Private Room,22,16,Twin Cities MSA,Average
Suburban hideaway,45.19305,-93.36037,Private Home,750,0,Twin Cities MSA,New Listing
"Great, Convenient South Minneapolis Location (1)",44.93492,-93.29069,Private Room,50,160,Twin Cities MSA,Extremely Popular
Luxury Camping in Ice House,46.14188,-93.46315,Private Home,99,1,Twin Cities MSA,Low
4 bdr home w/ Gym 8 miles from US Bank Stadium!,45.06378,-93.221,Private Home,3000,0,Twin Cities MSA,New Listing
"Near Downtown, Cozy Queen [9a]",44.96345,-93.26109,Private Room,35,277,Twin Cities MSA,Extremely Popular
CLEARWATER LAKE HOME W/ Guest HOUSE,45.29313,-94.08759,Private Home,400,1,Twin Cities MSA,Low
"4 Bedroom, Beautiful Ranch Home Near Afton Alps",44.85452,-92.81489,Private Home,300,0,Twin Cities MSA,New Listing
Comfy Private Spacious Retreat ROOM 1,44.86553,-93.31442,Private Room,60,5,Twin Cities MSA,Average
3500 sq/ft Super Bowl 4 BR; minutes to Stadium!,44.99887,-93.33733,Private Home,2190,0,Twin Cities MSA,New Listing
Storybook House of Linden Hills,44.92557,-93.31356,Private Home,1500,25,Twin Cities MSA,High
New Home in Quiet neighborhood.,45.05415,-93.38053,Private Home,500,0,Twin Cities MSA,New Listing
Super Bowl Full Home 5 Min From US Bank Stadium,44.9341,-93.18009,Private Home,900,0,Twin Cities MSA,New Listing
Charming 2 bdrm Upper Duplex Apt,44.93754,-93.35705,Private Home,76,75,Twin Cities MSA,Extremely Popular
★Walk Score 88★5min￫DT★Full Kitch★Parking★Smart TV,44.95363,-93.26308,Private Home,105,14,Twin Cities MSA,Average
Cottage in the City,45.0335,-93.30317,Private Room,37,8,Twin Cities MSA,Average
Clean & comfortable room in quiet neighborhood. FR,44.99345,-93.36113,Private Room,45,57,Twin Cities MSA,Extremely Popular
Minneapolis bungalow,44.89793,-93.25717,Private Home,1000,0,Twin Cities MSA,New Listing
South Minneapolis - Entire House,44.89684,-93.32197,Private Home,1000,0,Twin Cities MSA,New Listing
Warm home with a glorious view!,44.8022,-93.61126,Private Room,40,293,Twin Cities MSA,Extremely Popular
Better then a super 8,45.05429,-93.30071,Private Room,200,0,Twin Cities MSA,New Listing
Ryder Cup 2016 - Townhome,44.8306,-93.81362,Private Home,450,0,Twin Cities MSA,New Listing
Minneapolis House,44.91743,-93.21826,Private Home,210,0,Twin Cities MSA,New Listing
"Green - 3Bd/1Bth Condo, SMpls - 15mins to Lghtrail",44.95856,-93.23701,Private Home,160,16,Twin Cities MSA,Average
"Classic, quiet, large 2-BR, near Macalester Coll.",44.94424,-93.16162,Private Home,112,115,Twin Cities MSA,Extremely Popular
"Architect's Brownstone Mansion 4B5B, Porch, Garden",44.96464,-93.2819,Private Home,297,5,Twin Cities MSA,Average
Live + Work + Stay + Easy | 2BR in Minneapolis,44.94015,-93.33008,Private Home,71,0,Twin Cities MSA,New Listing
The Artsy Craftsman - Fitzgerald Room,44.96948,-93.17311,Private Room,28,0,Twin Cities MSA,New Listing
Quiet place within 10 minutes of DT Minneapolis,44.90204,-93.35516,Private Room,150,0,Twin Cities MSA,New Listing
Living History on Cathedral Hill,44.94453,-93.11879,Private Home,85,28,Twin Cities MSA,High
Spacious 2 Bedroom house just north of Downtown!,44.97998,-93.03653,Private Home,100,16,Twin Cities MSA,Average
Cozy home with private living space,45.03199,-93.40915,Private Room,450,0,Twin Cities MSA,New Listing
The Contemporary Craftsman (Bedroom 4),44.97626,-93.10971,Private Room,23,2,Twin Cities MSA,Low
Plymouth SUPERBOWL 2018 Rental,45.03365,-93.428,Private Home,3500,0,Twin Cities MSA,New Listing
Friendly House for Super Bowl (family preferred),45.72606,-93.17453,Private Room,200,0,Twin Cities MSA,New Listing
Cozy private 1BR perfect for Super Bowl travelers!,45.03862,-93.44832,Private Room,400,0,Twin Cities MSA,New Listing
Beautiful timber frame home on the Rush River,44.59013,-92.33066,Private Home,250,0,Twin Cities MSA,New Listing
New Home - Close to Everything!,44.92417,-93.28933,Private Home,900,8,Twin Cities MSA,Average
Cozy home for the Super Bowl,44.90303,-92.88835,Private Home,1500,0,Twin Cities MSA,New Listing
Johnnie and Ethel's,44.92871,-93.16488,Private Room,69,29,Twin Cities MSA,High
Big Duplex Super Bowl Rental,44.94545,-93.24713,Private Home,1300,0,Twin Cities MSA,New Listing
Secluded/Wooded Lot in Minneapolis Suburbs,44.92385,-93.46002,Private Home,180,20,Twin Cities MSA,High
Historic Loft for Superbowl 1 Block to Stadium!,44.97789,-93.25875,Private Home,2500,0,Twin Cities MSA,New Listing
Excelsior Duplex,44.89923,-93.55949,Private Home,200,0,Twin Cities MSA,New Listing
Fabulous MPLS Townhome-- Large Groups--Very Nice!,44.98663,-93.22959,Private Home,245,109,Twin Cities MSA,Extremely Popular
Tropical Jungle Escape ☆ Garden Level ☆1 BR Uptown,44.96219,-93.29002,Private Home,86,117,Twin Cities MSA,Extremely Popular
"Master Bedroom & Bath on upper level, Richfield",44.88071,-93.27403,Private Room,200,1,Twin Cities MSA,Low
"Vintage meets Modern, with free dedicated parking",44.96409,-93.27586,Private Home,119,0,Twin Cities MSA,New Listing
Lake Harriet Carriage House: Owned by Designer,44.9204,-93.29477,Private Home,225,35,Twin Cities MSA,High
Cozy home away from home!,44.77485,-93.26766,Private Room,75,1,Twin Cities MSA,Low
Ryder Cup - Sleeps 8+; 7 miles,44.8649,-93.52411,Private Home,1000,0,Twin Cities MSA,New Listing
COZY 3 BEDROOMS 2.5 MILES AWAY FROM SUPER BOWEL 52,44.98654,-93.30885,Private Home,4500,0,Twin Cities MSA,New Listing
Charming Uptown flat! 10 min from Super Bowl!,44.95005,-93.31611,Shared Room,600,1,Twin Cities MSA,Low
Cozy 1 Bedroom in an incredibly safe neighborhood,44.97892,-93.19462,Private Room,29,69,Twin Cities MSA,Extremely Popular
Way better then a hotel!,44.96332,-93.3533,Private Home,500,0,Twin Cities MSA,New Listing
Downtown Minneapolis Superbowl cozy studio,44.97054,-93.26866,Private Home,100,0,Twin Cities MSA,New Listing
RetroTomic Jazz  Suite Cedar Lake Beach Apartment,44.95197,-93.32109,Private Home,275,11,Twin Cities MSA,Average
"Lovely, Urban Queen Room Near Downtown [2c]",44.96336,-93.25935,Private Room,35,131,Twin Cities MSA,Extremely Popular
GATEWAY to UPTOWN / DOWNTOWN MSP!,44.96417,-93.28631,Private Room,3000,1,Twin Cities MSA,Low
2 Bedroom duplex in St Paul,44.95549,-93.03517,Private Home,115,126,Twin Cities MSA,Extremely Popular
Cozy Cabin on Beautiful Cedar Lake in Maple Lake,45.2675,-94.05636,Private Home,295,0,Twin Cities MSA,New Listing
Summer Cottage on St Croix River,45.24647,-92.76077,Private Home,270,6,Twin Cities MSA,Average
Great Condo in Uptown Near the US Bank Stadium,44.95724,-93.28957,Private Home,1000,1,Twin Cities MSA,Low
Lakefront Apartment,45.04249,-93.34202,Private Home,50,35,Twin Cities MSA,High
The BLUE Room - Private Studio,44.96388,-93.27273,Private Home,64,23,Twin Cities MSA,High
Private Room in 130 year old house on Capitol Hill,44.95372,-93.1129,Private Room,30,39,Twin Cities MSA,High
Lovely Studio in Georgetown w/ Roof Views + Gym,38.89972,-77.05493,Private Home,57,0,Washington D.C.,New Listing
Private Suite 1BD/1BA Convention Center/DT/Metro,38.91179,-77.02152,Private Room,53,153,Washington D.C.,Extremely Popular
"Luxury Townhouse in DC, w/Deck",38.95146,-77.02318,Private Home,500,10,Washington D.C.,Average
Cozy 2BR Condo in Petworth NW DC *FREE Parking #3,38.95201,-77.01401,Private Home,75,47,Washington D.C.,High
"Capitol Hill Historic Castle 3BR, 4.5BA",38.88915,-76.99776,Private Home,386,14,Washington D.C.,Average
Columbia Heights -2 blocks to metro,38.93307,-77.02546,Private Home,166,1,Washington D.C.,Low
Convenient Studio in The Boathouse w/ Amenities,38.90069,-77.05644,Private Home,102,0,Washington D.C.,New Listing
